SEQUENTIAL
# user, domain, authentication
6043;100.100.106.153:5060;[authentication username=test password=test]
6044;100.100.106.153:5060;[authentication username=test password=test]
6045;100.100.106.153:5060;[authentication username=test password=test]
6046;100.100.106.153:5060;[authentication username=test password=test]
6047;100.100.106.153:5060;[authentication username=test password=test]
6048;100.100.106.153:5060;[authentication username=test password=test]
6049;100.100.106.153:5060;[authentication username=test password=test]
6050;100.100.106.153:5060;[authentication username=test password=test]
6051;100.100.106.153:5060;[authentication username=test password=test]
6052;100.100.106.153:5060;[authentication username=test password=test]
6053;100.100.106.153:5060;[authentication username=test password=test]
6054;100.100.106.153:5060;[authentication username=test password=test]
6055;100.100.106.153:5060;[authentication username=test password=test]
6056;100.100.106.153:5060;[authentication username=test password=test]
6057;100.100.106.153:5060;[authentication username=test password=test]
6058;100.100.106.153:5060;[authentication username=test password=test]
6059;100.100.106.153:5060;[authentication username=test password=test]
6060;100.100.106.153:5060;[authentication username=test password=test]
6061;100.100.106.153:5060;[authentication username=test password=test]
6062;100.100.106.153:5060;[authentication username=test password=test]
6063;100.100.106.153:5060;[authentication username=test password=test]
6064;100.100.106.153:5060;[authentication username=test password=test]
6065;100.100.106.153:5060;[authentication username=test password=test]
6066;100.100.106.153:5060;[authentication username=test password=test]
6067;100.100.106.153:5060;[authentication username=test password=test]
6068;100.100.106.153:5060;[authentication username=test password=test]
6069;100.100.106.153:5060;[authentication username=test password=test]
6070;100.100.106.153:5060;[authentication username=test password=test]
6071;100.100.106.153:5060;[authentication username=test password=test]
6072;100.100.106.153:5060;[authentication username=test password=test]
6073;100.100.106.153:5060;[authentication username=test password=test]
6074;100.100.106.153:5060;[authentication username=test password=test]
6075;100.100.106.153:5060;[authentication username=test password=test]
6076;100.100.106.153:5060;[authentication username=test password=test]
6077;100.100.106.153:5060;[authentication username=test password=test]
6078;100.100.106.153:5060;[authentication username=test password=test]
6079;100.100.106.153:5060;[authentication username=test password=test]
6080;100.100.106.153:5060;[authentication username=test password=test]
6081;100.100.106.153:5060;[authentication username=test password=test]
6082;100.100.106.153:5060;[authentication username=test password=test]
6083;100.100.106.153:5060;[authentication username=test password=test]
6084;100.100.106.153:5060;[authentication username=test password=test]
6085;100.100.106.153:5060;[authentication username=test password=test]
6086;100.100.106.153:5060;[authentication username=test password=test]
6087;100.100.106.153:5060;[authentication username=test password=test]
6088;100.100.106.153:5060;[authentication username=test password=test]
6089;100.100.106.153:5060;[authentication username=test password=test]
6090;100.100.106.153:5060;[authentication username=test password=test]
6091;100.100.106.153:5060;[authentication username=test password=test]
6092;100.100.106.153:5060;[authentication username=test password=test]
6093;100.100.106.153:5060;[authentication username=test password=test]
6094;100.100.106.153:5060;[authentication username=test password=test]
6095;100.100.106.153:5060;[authentication username=test password=test]
6096;100.100.106.153:5060;[authentication username=test password=test]
6097;100.100.106.153:5060;[authentication username=test password=test]
6098;100.100.106.153:5060;[authentication username=test password=test]
6099;100.100.106.153:5060;[authentication username=test password=test]
6100;100.100.106.153:5060;[authentication username=test password=test]
6101;100.100.106.153:5060;[authentication username=test password=test]
6102;100.100.106.153:5060;[authentication username=test password=test]
6103;100.100.106.153:5060;[authentication username=test password=test]
6104;100.100.106.153:5060;[authentication username=test password=test]
6105;100.100.106.153:5060;[authentication username=test password=test]
6106;100.100.106.153:5060;[authentication username=test password=test]
6107;100.100.106.153:5060;[authentication username=test password=test]
6108;100.100.106.153:5060;[authentication username=test password=test]
6109;100.100.106.153:5060;[authentication username=test password=test]
6110;100.100.106.153:5060;[authentication username=test password=test]
6111;100.100.106.153:5060;[authentication username=test password=test]
6112;100.100.106.153:5060;[authentication username=test password=test]
6113;100.100.106.153:5060;[authentication username=test password=test]
6114;100.100.106.153:5060;[authentication username=test password=test]
6115;100.100.106.153:5060;[authentication username=test password=test]
6116;100.100.106.153:5060;[authentication username=test password=test]
6117;100.100.106.153:5060;[authentication username=test password=test]
6118;100.100.106.153:5060;[authentication username=test password=test]
6119;100.100.106.153:5060;[authentication username=test password=test]
6120;100.100.106.153:5060;[authentication username=test password=test]
6121;100.100.106.153:5060;[authentication username=test password=test]
6122;100.100.106.153:5060;[authentication username=test password=test]
6123;100.100.106.153:5060;[authentication username=test password=test]
6124;100.100.106.153:5060;[authentication username=test password=test]
6125;100.100.106.153:5060;[authentication username=test password=test]
6126;100.100.106.153:5060;[authentication username=test password=test]
6127;100.100.106.153:5060;[authentication username=test password=test]
6128;100.100.106.153:5060;[authentication username=test password=test]
6129;100.100.106.153:5060;[authentication username=test password=test]
6130;100.100.106.153:5060;[authentication username=test password=test]
6131;100.100.106.153:5060;[authentication username=test password=test]
6132;100.100.106.153:5060;[authentication username=test password=test]
6133;100.100.106.153:5060;[authentication username=test password=test]
6134;100.100.106.153:5060;[authentication username=test password=test]
6135;100.100.106.153:5060;[authentication username=test password=test]
6136;100.100.106.153:5060;[authentication username=test password=test]
6137;100.100.106.153:5060;[authentication username=test password=test]
6138;100.100.106.153:5060;[authentication username=test password=test]
6139;100.100.106.153:5060;[authentication username=test password=test]
6140;100.100.106.153:5060;[authentication username=test password=test]
6141;100.100.106.153:5060;[authentication username=test password=test]
6142;100.100.106.153:5060;[authentication username=test password=test]
6143;100.100.106.153:5060;[authentication username=test password=test]
6144;100.100.106.153:5060;[authentication username=test password=test]
6145;100.100.106.153:5060;[authentication username=test password=test]
6146;100.100.106.153:5060;[authentication username=test password=test]
6147;100.100.106.153:5060;[authentication username=test password=test]
6148;100.100.106.153:5060;[authentication username=test password=test]
6149;100.100.106.153:5060;[authentication username=test password=test]
6150;100.100.106.153:5060;[authentication username=test password=test]
6151;100.100.106.153:5060;[authentication username=test password=test]
6152;100.100.106.153:5060;[authentication username=test password=test]
6153;100.100.106.153:5060;[authentication username=test password=test]
6154;100.100.106.153:5060;[authentication username=test password=test]
6155;100.100.106.153:5060;[authentication username=test password=test]
6156;100.100.106.153:5060;[authentication username=test password=test]
6157;100.100.106.153:5060;[authentication username=test password=test]
6158;100.100.106.153:5060;[authentication username=test password=test]
6159;100.100.106.153:5060;[authentication username=test password=test]
6160;100.100.106.153:5060;[authentication username=test password=test]
6161;100.100.106.153:5060;[authentication username=test password=test]
6162;100.100.106.153:5060;[authentication username=test password=test]
6163;100.100.106.153:5060;[authentication username=test password=test]
6164;100.100.106.153:5060;[authentication username=test password=test]
6165;100.100.106.153:5060;[authentication username=test password=test]
6166;100.100.106.153:5060;[authentication username=test password=test]
6167;100.100.106.153:5060;[authentication username=test password=test]
6168;100.100.106.153:5060;[authentication username=test password=test]
6169;100.100.106.153:5060;[authentication username=test password=test]
6170;100.100.106.153:5060;[authentication username=test password=test]
6171;100.100.106.153:5060;[authentication username=test password=test]
6172;100.100.106.153:5060;[authentication username=test password=test]
6173;100.100.106.153:5060;[authentication username=test password=test]
6174;100.100.106.153:5060;[authentication username=test password=test]
6175;100.100.106.153:5060;[authentication username=test password=test]
6176;100.100.106.153:5060;[authentication username=test password=test]
6177;100.100.106.153:5060;[authentication username=test password=test]
6178;100.100.106.153:5060;[authentication username=test password=test]
6179;100.100.106.153:5060;[authentication username=test password=test]
6180;100.100.106.153:5060;[authentication username=test password=test]
6181;100.100.106.153:5060;[authentication username=test password=test]
6182;100.100.106.153:5060;[authentication username=test password=test]
6183;100.100.106.153:5060;[authentication username=test password=test]
6184;100.100.106.153:5060;[authentication username=test password=test]
6185;100.100.106.153:5060;[authentication username=test password=test]
6186;100.100.106.153:5060;[authentication username=test password=test]
6187;100.100.106.153:5060;[authentication username=test password=test]
6188;100.100.106.153:5060;[authentication username=test password=test]
6189;100.100.106.153:5060;[authentication username=test password=test]
6190;100.100.106.153:5060;[authentication username=test password=test]
6191;100.100.106.153:5060;[authentication username=test password=test]
6192;100.100.106.153:5060;[authentication username=test password=test]
6193;100.100.106.153:5060;[authentication username=test password=test]
6194;100.100.106.153:5060;[authentication username=test password=test]
6195;100.100.106.153:5060;[authentication username=test password=test]
6196;100.100.106.153:5060;[authentication username=test password=test]
6197;100.100.106.153:5060;[authentication username=test password=test]
6198;100.100.106.153:5060;[authentication username=test password=test]
6199;100.100.106.153:5060;[authentication username=test password=test]
6200;100.100.106.153:5060;[authentication username=test password=test]
6201;100.100.106.153:5060;[authentication username=test password=test]
6202;100.100.106.153:5060;[authentication username=test password=test]
6203;100.100.106.153:5060;[authentication username=test password=test]
6204;100.100.106.153:5060;[authentication username=test password=test]
6205;100.100.106.153:5060;[authentication username=test password=test]
6206;100.100.106.153:5060;[authentication username=test password=test]
6207;100.100.106.153:5060;[authentication username=test password=test]
6208;100.100.106.153:5060;[authentication username=test password=test]
6209;100.100.106.153:5060;[authentication username=test password=test]
6210;100.100.106.153:5060;[authentication username=test password=test]
6211;100.100.106.153:5060;[authentication username=test password=test]
6212;100.100.106.153:5060;[authentication username=test password=test]
6213;100.100.106.153:5060;[authentication username=test password=test]
6214;100.100.106.153:5060;[authentication username=test password=test]
6215;100.100.106.153:5060;[authentication username=test password=test]
6216;100.100.106.153:5060;[authentication username=test password=test]
6217;100.100.106.153:5060;[authentication username=test password=test]
6218;100.100.106.153:5060;[authentication username=test password=test]
6219;100.100.106.153:5060;[authentication username=test password=test]
6220;100.100.106.153:5060;[authentication username=test password=test]
6221;100.100.106.153:5060;[authentication username=test password=test]
6222;100.100.106.153:5060;[authentication username=test password=test]
6223;100.100.106.153:5060;[authentication username=test password=test]
6224;100.100.106.153:5060;[authentication username=test password=test]
6225;100.100.106.153:5060;[authentication username=test password=test]
6226;100.100.106.153:5060;[authentication username=test password=test]
6227;100.100.106.153:5060;[authentication username=test password=test]
6228;100.100.106.153:5060;[authentication username=test password=test]
6229;100.100.106.153:5060;[authentication username=test password=test]
6230;100.100.106.153:5060;[authentication username=test password=test]
6231;100.100.106.153:5060;[authentication username=test password=test]
6232;100.100.106.153:5060;[authentication username=test password=test]
6233;100.100.106.153:5060;[authentication username=test password=test]
6234;100.100.106.153:5060;[authentication username=test password=test]
6235;100.100.106.153:5060;[authentication username=test password=test]
6236;100.100.106.153:5060;[authentication username=test password=test]
6237;100.100.106.153:5060;[authentication username=test password=test]
6238;100.100.106.153:5060;[authentication username=test password=test]
6239;100.100.106.153:5060;[authentication username=test password=test]
6240;100.100.106.153:5060;[authentication username=test password=test]
6241;100.100.106.153:5060;[authentication username=test password=test]
6242;100.100.106.153:5060;[authentication username=test password=test]
6243;100.100.106.153:5060;[authentication username=test password=test]
6244;100.100.106.153:5060;[authentication username=test password=test]
6245;100.100.106.153:5060;[authentication username=test password=test]
6246;100.100.106.153:5060;[authentication username=test password=test]
6247;100.100.106.153:5060;[authentication username=test password=test]
6248;100.100.106.153:5060;[authentication username=test password=test]
6249;100.100.106.153:5060;[authentication username=test password=test]
6250;100.100.106.153:5060;[authentication username=test password=test]
6251;100.100.106.153:5060;[authentication username=test password=test]
6252;100.100.106.153:5060;[authentication username=test password=test]
6253;100.100.106.153:5060;[authentication username=test password=test]
6254;100.100.106.153:5060;[authentication username=test password=test]
6255;100.100.106.153:5060;[authentication username=test password=test]
6256;100.100.106.153:5060;[authentication username=test password=test]
6257;100.100.106.153:5060;[authentication username=test password=test]
6258;100.100.106.153:5060;[authentication username=test password=test]
6259;100.100.106.153:5060;[authentication username=test password=test]
6260;100.100.106.153:5060;[authentication username=test password=test]
6261;100.100.106.153:5060;[authentication username=test password=test]
6262;100.100.106.153:5060;[authentication username=test password=test]
6263;100.100.106.153:5060;[authentication username=test password=test]
6264;100.100.106.153:5060;[authentication username=test password=test]
6265;100.100.106.153:5060;[authentication username=test password=test]
6266;100.100.106.153:5060;[authentication username=test password=test]
6267;100.100.106.153:5060;[authentication username=test password=test]
6268;100.100.106.153:5060;[authentication username=test password=test]
6269;100.100.106.153:5060;[authentication username=test password=test]
6270;100.100.106.153:5060;[authentication username=test password=test]
6271;100.100.106.153:5060;[authentication username=test password=test]
6272;100.100.106.153:5060;[authentication username=test password=test]
6273;100.100.106.153:5060;[authentication username=test password=test]
6274;100.100.106.153:5060;[authentication username=test password=test]
6275;100.100.106.153:5060;[authentication username=test password=test]
6276;100.100.106.153:5060;[authentication username=test password=test]
6277;100.100.106.153:5060;[authentication username=test password=test]
6278;100.100.106.153:5060;[authentication username=test password=test]
6279;100.100.106.153:5060;[authentication username=test password=test]
6280;100.100.106.153:5060;[authentication username=test password=test]
6281;100.100.106.153:5060;[authentication username=test password=test]
6282;100.100.106.153:5060;[authentication username=test password=test]
6283;100.100.106.153:5060;[authentication username=test password=test]
6284;100.100.106.153:5060;[authentication username=test password=test]
6285;100.100.106.153:5060;[authentication username=test password=test]
6286;100.100.106.153:5060;[authentication username=test password=test]
6287;100.100.106.153:5060;[authentication username=test password=test]
6288;100.100.106.153:5060;[authentication username=test password=test]
6289;100.100.106.153:5060;[authentication username=test password=test]
6290;100.100.106.153:5060;[authentication username=test password=test]
6291;100.100.106.153:5060;[authentication username=test password=test]
6292;100.100.106.153:5060;[authentication username=test password=test]
6293;100.100.106.153:5060;[authentication username=test password=test]
6294;100.100.106.153:5060;[authentication username=test password=test]
6295;100.100.106.153:5060;[authentication username=test password=test]
6296;100.100.106.153:5060;[authentication username=test password=test]
6297;100.100.106.153:5060;[authentication username=test password=test]
6298;100.100.106.153:5060;[authentication username=test password=test]
6299;100.100.106.153:5060;[authentication username=test password=test]
6300;100.100.106.153:5060;[authentication username=test password=test]
